호기,일자,발전총량(MW),발전최대,발전최소,대기시간,가동시간,유량,산소,측정온도,온도,습도,풍속,NOX,가동시간_multi_hot
3,2024-02-29,19828572.0,837083.0,815752.0,0.0,24.0,216767.1,5.76,82.91,0.92,56.08,5.0,12.78,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-02-29,19350421.0,875113.0,170741.0,0.0,24.0,212070.78,5.68,83.95,0.92,56.08,5.0,9.76,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-02-29,0.0,0.0,0.0,24.0,0.0,403.73,20.76,8.66,0.92,56.08,5.0,0.47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-02-29,19168000.0,809772.0,792465.0,0.0,24.0,196913.95,4.85,92.75,0.92,56.08,5.0,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-01,17869832.0,808942.0,647472.0,0.0,24.0,200641.29,6.18,81.01,-5.09,46.83,1.8,12.74,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-01,11590959.0,854926.0,0.0,6.0,18.0,134992.43,10.3,72.12,-5.09,46.83,1.8,26.77,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-01,0.0,0.0,0.0,24.0,0.0,654.64,20.77,1.48,-5.09,46.83,1.8,0.36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-01,18436000.0,806537.0,671845.0,0.0,24.0,189279.51,4.93,89.66,-5.09,46.83,1.8,8.3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-02,18880659.0,825042.0,681843.0,0.0,24.0,208460.11,6.07,82.96,4.59,73.01,2.86,12.72,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-02,18830328.0,818465.0,686354.0,0.0,24.0,206491.78,5.53,79.85,4.59,73.01,2.86,11.11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-02,0.0,0.0,0.0,24.0,0.0,344.83,20.75,2.59,4.59,73.01,2.86,0.37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-02,18891000.0,812911.0,724155.0,0.0,24.0,195638.01,4.88,91.45,4.59,73.01,2.86,8.7,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-03,19490931.0,820232.0,779819.0,0.0,24.0,217391.98,6.02,85.46,1.87,79.57,1.91,12.51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-03,19228787.0,810334.0,781861.0,0.0,24.0,213711.01,5.43,83.07,1.87,79.57,1.91,11.27,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-03,0.0,0.0,0.0,24.0,0.0,243.15,20.75,6.27,1.87,79.57,1.91,0.54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-03,19065000.0,802451.0,784474.0,0.0,24.0,197527.68,4.98,92.78,1.87,79.57,1.91,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-04,19658703.0,828062.0,808699.0,0.0,24.0,217636.68,6.02,85.68,5.02,63.87,0.55,12.38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-04,19350421.0,821393.0,790651.0,0.0,24.0,216207.58,5.27,83.76,5.02,63.87,0.55,11.37,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-04,0.0,0.0,0.0,24.0,0.0,286.97,20.75,6.76,5.02,63.87,0.55,1.38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-04,19304000.0,815568.0,792263.0,0.0,24.0,197554.81,4.95,92.44,5.02,63.87,0.55,8.93,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-05,19931333.0,834692.0,824915.0,0.0,24.0,220117.58,6.01,86.72,4.38,76.88,0.82,11.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-05,19679675.0,829430.0,809536.0,0.0,24.0,219852.8,5.09,85.0,4.38,76.88,0.82,11.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-05,0.0,0.0,0.0,24.0,0.0,509.08,20.74,8.74,4.38,76.88,0.82,2.41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-05,19262000.0,808199.0,796194.0,0.0,24.0,199219.88,4.94,93.17,4.38,76.88,0.82,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-06,19348324.0,815092.0,794878.0,0.0,24.0,219857.86,6.03,85.24,2.47,84.59,0.2,12.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-06,19159580.0,811754.0,787144.0,0.0,24.0,222621.13,5.08,84.93,2.47,84.59,0.2,10.54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-06,0.0,0.0,0.0,24.0,0.0,389.76,20.77,8.44,2.47,84.59,0.2,1.15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-06,19272000.0,814207.0,790807.0,0.0,24.0,198045.18,4.86,92.21,2.47,84.59,0.2,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-07,19610468.0,821970.0,806345.0,0.0,24.0,218797.94,5.98,84.75,2.81,69.86,3.23,12.35,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-07,19430114.0,816261.0,800274.0,0.0,24.0,222341.0,5.05,85.12,2.81,69.86,3.23,11.22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-07,0.0,0.0,0.0,24.0,0.0,364.18,20.78,7.02,2.81,69.86,3.23,0.19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-07,19309000.0,811029.0,792365.0,0.0,24.0,197978.9,4.82,91.18,2.81,69.86,3.23,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-08,17479762.0,832119.0,164900.0,0.0,24.0,192966.65,6.77,83.25,1.5,45.85,2.44,11.46,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-08,18670944.0,818274.0,661562.0,0.0,24.0,212471.22,5.18,84.29,1.5,45.85,2.44,10.81,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-08,0.0,0.0,0.0,24.0,0.0,566.94,20.77,6.7,1.5,45.85,2.44,0.03,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-08,19306000.0,814086.0,798225.0,0.0,24.0,196925.34,4.83,89.36,1.5,45.85,2.44,8.93,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-09,0.0,0.0,0.0,24.0,0.0,1132.66,20.71,49.62,2.42,60.5,2.27,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-03-09,19430113.0,818915.0,798646.0,0.0,24.0,208628.03,6.01,85.08,2.42,60.5,2.27,10.32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-09,0.0,0.0,0.0,24.0,0.0,414.08,20.78,6.28,2.42,60.5,2.27,0.06,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-09,19018000.0,810553.0,709539.0,0.0,24.0,194954.48,4.81,90.64,2.42,60.5,2.27,9.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-10,0.0,0.0,0.0,24.0,0.0,123.56,20.75,27.33,2.3,86.74,0.48,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-03-10,19899876.0,838628.0,815857.0,0.0,24.0,191327.59,7.22,83.69,2.3,86.74,0.48,10.86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-10,0.0,0.0,0.0,24.0,0.0,328.52,20.78,8.17,2.3,86.74,0.48,0.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-10,19413000.0,821900.0,797547.0,0.0,24.0,197564.52,4.85,92.01,2.3,86.74,0.48,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-11,0.0,0.0,0.0,24.0,0.0,110.73,20.74,23.09,5.97,80.85,1.68,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-03-11,19260244.0,811380.0,790132.0,0.0,24.0,194815.52,7.0,82.94,5.97,80.85,1.68,11.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-11,0.0,0.0,0.0,24.0,0.0,375.32,20.78,9.17,5.97,80.85,1.68,0.11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-11,19327000.0,814024.0,793465.0,0.0,24.0,198031.05,4.85,92.28,5.97,80.85,1.68,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-12,0.0,0.0,0.0,24.0,0.0,152.47,20.73,22.65,4.62,63.76,2.66,0.02,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-03-12,19289604.0,804858.0,802462.0,0.0,24.0,191350.98,7.21,84.29,4.62,63.76,2.66,11.3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-12,0.0,0.0,0.0,24.0,0.0,354.12,20.81,9.33,4.62,63.76,2.66,0.01,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-12,19210000.0,804896.0,795324.0,0.0,24.0,198624.26,4.91,92.51,4.62,63.76,2.66,9.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-13,39846.0,39846.0,0.0,23.0,1.0,10880.22,18.93,38.89,5.49,69.3,1.43,18.08,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
4,2024-03-13,19279118.0,804221.0,802354.0,0.0,24.0,205318.23,6.04,84.01,5.49,69.3,1.43,11.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-13,0.0,0.0,0.0,24.0,0.0,325.07,20.78,8.23,5.49,69.3,1.43,0.03,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-13,19145000.0,807073.0,767704.0,0.0,24.0,196288.87,4.9,91.39,5.49,69.3,1.43,8.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-14,17781752.0,817175.0,189777.0,0.0,24.0,203638.18,5.76,78.86,5.41,88.8,1.29,16.45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-14,19289604.0,804613.0,802775.0,0.0,24.0,212819.32,5.33,84.37,5.41,88.8,1.29,11.74,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-14,0.0,0.0,0.0,24.0,0.0,337.4,20.76,12.2,5.41,88.8,1.29,0.06,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-14,18961000.0,807283.0,684278.0,0.0,24.0,195272.17,4.89,92.36,5.41,88.8,1.29,7.44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-15,19908264.0,867510.0,804823.0,0.0,24.0,221119.34,4.97,83.25,4.52,93.22,0.79,12.58,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-15,19599983.0,817227.0,815884.0,0.0,24.0,212026.53,5.37,84.63,4.52,93.22,0.79,11.24,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-15,0.0,0.0,0.0,24.0,0.0,198.02,20.76,13.28,4.52,93.22,0.79,0.21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-15,19076000.0,817794.0,781113.0,0.0,24.0,193269.75,4.9,91.89,4.52,93.22,0.79,8.68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-16,19050529.0,809656.0,707743.0,0.0,24.0,219780.72,4.91,83.68,8.56,50.52,2.65,12.72,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-16,18960351.0,790911.0,788931.0,0.0,24.0,212732.24,5.33,85.4,8.56,50.52,2.65,11.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-16,0.0,0.0,0.0,24.0,0.0,181.7,20.76,18.32,8.56,50.52,2.65,0.11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-16,18979000.0,803656.0,752507.0,0.0,24.0,192476.92,4.91,91.79,8.56,50.52,2.65,8.36,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-17,18989711.0,814042.0,670729.0,0.0,24.0,215168.07,4.98,83.1,4.93,45.7,2.76,12.65,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-17,19281215.0,804201.0,801644.0,0.0,24.0,212073.76,5.3,84.39,4.93,45.7,2.76,11.56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-17,0.0,0.0,0.0,24.0,0.0,12811.11,18.84,27.08,4.93,45.7,2.76,14.83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,2024-03-17,19004000.0,810216.0,738189.0,0.0,24.0,194281.3,4.78,91.58,4.93,45.7,2.76,8.37,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-18,19419628.0,833746.0,765504.0,0.0,24.0,217958.09,4.97,82.66,2.29,62.13,0.28,12.99,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-18,19289604.0,804217.0,803129.0,0.0,24.0,208863.49,5.34,84.11,2.29,62.13,0.28,11.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-18,6403000.0,458242.0,0.0,7.0,17.0,84290.0,11.77,63.51,2.29,62.13,0.28,37.63,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-18,19206000.0,834864.0,791116.0,0.0,24.0,195020.99,4.7,92.12,2.29,62.13,0.28,9.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-19,19551748.0,839505.0,768676.0,0.0,24.0,222493.69,4.95,82.24,4.81,59.09,5.27,12.83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-19,19300090.0,805319.0,800277.0,0.0,24.0,211928.25,5.38,84.09,4.81,59.09,5.27,11.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-19,10698000.0,448381.0,433515.0,0.0,24.0,122421.32,8.85,76.73,4.81,59.09,5.27,7.4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-19,19136000.0,830924.0,783448.0,0.0,24.0,196913.35,4.75,92.58,4.81,59.09,5.27,9.06,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-20,19478347.0,821835.0,779460.0,0.0,24.0,220777.46,4.99,82.26,2.96,51.1,2.28,12.42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-20,16919823.0,727336.0,703381.0,0.0,24.0,187643.71,5.62,82.36,2.96,51.1,2.28,10.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-20,11471000.0,851954.0,444199.0,0.0,24.0,130895.88,8.58,75.76,2.96,51.1,2.28,8.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-20,19145000.0,808393.0,785670.0,0.0,24.0,195493.38,4.78,90.6,2.96,51.1,2.28,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-21,18501075.0,818029.0,671210.0,0.0,24.0,214269.54,5.12,82.29,2.61,77.2,0.16,12.76,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-21,16779313.0,703443.0,696415.0,0.0,24.0,188322.13,5.63,82.45,2.61,77.2,0.16,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-21,19615000.0,820745.0,766300.0,0.0,24.0,217140.18,5.07,98.58,2.61,77.2,0.16,8.51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-21,18633000.0,804105.0,713973.0,0.0,24.0,196142.94,4.73,91.39,2.61,77.2,0.16,8.63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-22,16320037.0,682108.0,677877.0,0.0,24.0,186944.1,5.41,82.56,11.0,84.84,3.79,13.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-22,16681078.0,695923.0,694317.0,0.0,24.0,190571.21,5.39,82.41,11.0,84.84,3.79,11.38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-22,15178000.0,641065.0,626964.0,0.0,24.0,168242.13,5.63,89.85,11.0,84.84,3.79,8.98,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-22,15240000.0,641889.0,630702.0,0.0,24.0,157820.72,5.18,90.68,11.0,84.84,3.79,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-23,19339936.0,817368.0,750015.0,0.0,24.0,220916.14,5.05,84.93,8.55,66.47,1.5,12.31,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-23,16744982.0,698405.0,697285.0,0.0,24.0,190339.15,5.41,82.24,8.55,66.47,1.5,11.92,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-23,18948000.0,803878.0,742250.0,0.0,24.0,210317.8,5.03,96.99,8.55,66.47,1.5,8.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-23,19053000.0,823268.0,688155.0,0.0,24.0,197282.63,4.76,93.73,8.55,66.47,1.5,8.73,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-24,19539165.0,823413.0,805273.0,0.0,24.0,223336.21,4.95,86.28,8.17,66.84,0.16,12.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-24,16727107.0,697628.0,696115.0,0.0,24.0,190316.24,5.23,83.61,8.17,66.84,0.16,11.7,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-03-24,19110000.0,809375.0,786864.0,0.0,24.0,210856.43,4.92,98.81,8.17,66.84,0.16,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-03-24,18739000.0,803324.0,746078.0,0.0,24.0,191605.29,4.87,93.65,8.17,66.84,0.16,8.41,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-03-25,19841155.0,833304.0,810921.0,0.0,24.0,224261.36,5.03,83.79,7.17,85.7,0.74,12.41,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2024-03-25,17027000.0,710559.0,708541.0,0.0,24.0,191244.23,5.34,83.48,7.17,85.7,0.74,10.21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
